Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
5241612,"Die Grenzen der Vernunft. Kognition, Intuition und komplexes Denken.",László Mérö,"Mérö, László",,"=""3499614197""","=""9783499614194""",0,4.33,Rowohlt Tb.,Paperback,,2002,2002,,2019/11/12,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
7723797,Business Model Generation,Alexander Osterwalder,"Osterwalder, Alexander",Yves Pigneur,"=""2839906171""","=""9782839906173""",0,4.18,Alexander Osterwalder & Yves Pigneur,,273,2010,2010,,2019/11/09,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Henry Gifford, Aylmer Maude, Louise Maude","=""0192833987""","=""9780192833983""",0,4.11,Oxford University Press,Paperback,1392,1998,1867,,2018/03/17,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
1973951,The Manipulated Man,Esther Vilar,"Vilar, Esther",,"=""0953096424""","=""9780953096428""",0,3.60,Pinter & Martin Ltd,Paperback,154,2005,1971,2019/11/09,2019/11/09,,,read,,,,1,,,0,,,,,
6320534,Under the Dome,Stephen King,"King, Stephen",,"=""1439148503""","=""9781439148501""",0,3.90,Scribner,Hardcover,1074,2009,2009,,2018/03/17,,,read,,,,0,,,0,,,,,
29438958,OSS 117 n'est pas aveugle,Jean Bruce,"Bruce, Jean",,"=""""","=""""",0,0.0,Presses de la Cité,Paperback,,,,,2018/03/17,,,read,,,,0,,,0,,,,,
10644930,11/22/63,Stephen King,"King, Stephen",,"=""1451627289""","=""9781451627282""",0,4.31,Scribner,Hardcover,849,2011,2011,,2018/03/17,,,read,,,,0,,,0,,,,,
37780109,Congo Requiem,Jean-Christophe Grangé,"Grangé, Jean-Christophe",,"=""""","=""9782253044741""",0,4.12,Livre de Poche,Paperback,859,2017,2016,,2018/01/16,,,read,,,,0,,,0,,,,,
30285430,Un fromage pour une souris,Jean Bruce,"Bruce, Jean",,"=""""","=""""",0,0.0,Presses de la Cité,Paperback,,1973,,,2018/03/17,,,read,,,,0,,,0,,,,,
135617,Les Contemplations,Victor Hugo,"Hugo, Victor",,"=""2080708430""","=""9782080708434""",0,4.12,,,471,,1856,,2018/03/17,,,read,,,,0,,,0,,,,,
1915472,Le Petit Chose,Alphonse Daudet,"Daudet, Alphonse",,"=""2266087614""","=""9782266087612""",0,3.72,Pocket,Poche,349,1998,1868,,2018/08/05,,,read,,,,0,,,0,,,,,
6318283,Desert,J.M.G. Le Clézio,"Clézio, J.M.G. Le",C. Dickson,"=""1567923860""","=""9781567923865""",0,3.69,David R. Godine Publisher,Hardcover,352,2009,1980,,2018/01/17,,,read,,,,0,,,0,,,,,
780581,Bel-Ami,Guy de Maupassant,"Maupassant, Guy de",Douglas Parmée,"=""0140443150""","=""9780140443158""",0,3.83,Penguin Books,Paperback,416,1975,1885,,2018/07/30,,,read,,,,0,,,0,,,,,
11486,The Color Purple,Alice Walker,"Walker, Alice",,"=""0671727796""","=""9780671727796""",0,4.20,Pocket,Paperback,295,2004,1982,,2017/09/19,,,read,,,,0,,,0,,,,,
44521,Kiss Kiss,Roald Dahl,"Dahl, Roald",,"=""0140018328""","=""9780140018325""",0,4.10,Penguin Books,Paperback,231,1987,1959,,2018/03/17,,,read,,,,0,,,0,,,,,
1378777,Le Sang du temps,Maxime Chattam,"Chattam, Maxime",,"=""2749902525""","=""9782749902524""",0,3.32,Michel Lafon,Hardcover,372,2005,2005,,2018/03/17,,,read,,,,0,,,0,,,,,
36586394,J'Irai cracher sur vos tombes,Boris Vian,"Vian, Boris",,"=""""","=""""",0,3.60,,Kindle Edition,136,2016,1946,,2018/03/17,,,read,,,,0,,,0,,,,,
220049,L'Étudiant étranger,Philippe Labro,"Labro, Philippe",,"=""2070380432""","=""9782070380435""",0,3.64,Folio,Mass Market Paperback,311,1988,1986,,2018/07/30,,,read,,,,0,,,0,,,,,
698305,Napoleon: The Emperor of Kings (Napoleon #3),Max Gallo,"Gallo, Max",,"=""033049001X""","=""9780330490016""",0,4.00,Macmillan U.K.,Paperback,602,2005,2000,,2018/07/30,,,read,,,,0,,,0,,,,,
245344,Structures: Or Why Things Don't Fall Down,J.E. Gordon,"Gordon, J.E.",,"=""0306812835""","=""9780306812835""",0,4.13,Da Capo Press,Paperback,395,2003,1978,,2017/09/13,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",3,4.14,Portfolio,Hardcover,226,2016,2016,2019/11/02,2017/09/11,,,read,,,,1,,,0,,,,,
25698,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,"Smith, Adam",,"=""0553585975""","=""9780553585971""",4,3.88,Arlington House,Leather Bound,1264,2003,1776,2019/11/01,2018/02/22,,,read,,,,1,,,0,,,,,
10483171,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""0670022756""","=""9780670022755""",0,4.12,Viking,Hardcover,487,2011,2011,,2019/10/22,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",4,4.05,Addison-Wesley Professional,Paperback,322,1995,1975,,2019/08/20,,,read,,,,1,,,0,,,,,
85009,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,"Gamma, Erich","Ralph Johnson, John Vlissides, Richard Helm","=""0201633612""","=""9780201633610""",4,4.17,Addison-Wesley Professional,Hardcover,416,1994,1994,,2017/10/31,,,read,,,,1,,,0,,,,,
30186948,Think and Grow Rich,Napoleon Hill,"Hill, Napoleon",Ben Holden-Crowther,"=""""","=""""",4,4.18,,Paperback,233,2016,1937,2019/08/05,2018/09/15,,,read,,,,1,,,0,,,,,
47148164,J'ai vécu l'Everest,Pierre Paperon,"Paperon, Pierre",,"=""225919883X""","=""9782259198837""",4,4.00,Plon,Paperback,260,2003,,2019/08/05,2019/07/19,,,read,,,,1,,,0,,,,,
27491,The Evolution Of Desire: Strategies of Human Mating,David M. Buss,"Buss, David M.",,"=""046500802X""","=""9780465008025""",0,4.08,Basic Books,Paperback,354,2003,1994,,2019/07/21,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Gareth Stedman Jones","=""0140447571""","=""9780140447576""",3,3.55,Penguin Classics,Paperback,288,2002,1848,2019/07/16,2019/07/14,,,read,,,,1,,,0,,,,,
12544648,Cracking the Coding Interview: 150 Programming Questions and Solutions,Gayle Laakmann McDowell,"McDowell, Gayle Laakmann",,"=""1466208686""","=""9781466208681""",4,4.35,Createspace,Paperback,500,2011,2008,2019/07/14,2019/06/01,,,read,,,,1,,,0,,,,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",5,4.14,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2019/07/14,2017/09/11,best,best (#13),read,,,,1,,,0,,,,,
29598815,Making Sense of Stream Processing,Martin Kleppmann,"Kleppmann, Martin",,"=""""","=""9781491940105""",0,4.34,O'Reilly Media,ebook,183,2016,,,2019/06/18,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
6939570,"Lait, mensonges et propagande",Thierry Souccar,"Souccar, Thierry",,"=""2916878025""","=""9782916878027""",0,4.08,Axis Mediasciences,,,,2007,,2019/06/13,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
44245196,The Great Mental Models: General Thinking Concepts,Shane Parrish,"Parrish, Shane",Rhiannon Beaubien,"=""""","=""""",0,4.08,Latticework Publishing Inc.,Kindle Edition,216,2019,,,2019/06/06,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.18,Riverhead Books,Hardcover,352,2019,2019,,2019/06/06,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
55203,"The Mask of Command: Alexander the Great, Wellington, Ulysses S. Grant, Hitler, and the Nature of Leadership",John Keegan,"Keegan, John",,"=""0140114068""","=""9780140114065""",3,4.13,Penguin Books,Paperback,400,1988,1987,2019/06/03,2019/05/03,,,read,,,,1,,,0,,,,,
4934,The Brothers Karamazov,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.32,"Farrar, Straus and Giroux",Paperback,796,2002,1879,,2017/09/19,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
117031,On War,Carl von Clausewitz,"Clausewitz, Carl von","Michael Eliot Howard, Peter Paret","=""0691018545""","=""9780691018546""",0,3.98,Princeton University Press,Paperback,752,1989,1832,,2019/05/30,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
39669805,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,"=""0141979097""","=""9780141979090""",3,4.23,Penguin,Paperback,576,2019,2018,2019/05/30,2019/05/11,,,read,,,,1,,,0,,,,,
37660235,Le mythe de Sisyphe,Albert Camus,"Camus, Albert",,"=""""","=""""",0,4.15,,Kindle Edition,123,2017,1942,2018/10/13,2018/10/12,,,read,,,,1,,,0,,,,,
12749,"Swann's Way (In Search of Lost Time, #1)",Marcel Proust,"Proust, Marcel",Lydia Davis,"=""0142437964""","=""9780142437964""",0,4.14,Penguin Classics,Paperback,492,2004,1913,,2019/01/04,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
43205240,"Working: Researching, Interviewing, Writing",Robert A. Caro,"Caro, Robert A.",,"=""0525656340""","=""9780525656340""",0,4.43,Penguin Random House,Hardcover,231,2019,2019,,2019/05/16,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",4,4.26,HarperCollins,Paperback,767,2002,1956,,2019/05/16,,,read,,,,1,,,0,,,,,
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, George Gibian","=""""","=""""",0,4.04,Vintage,Paperback,964,2012,1877,,2019/05/16,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",5,4.17,Bantam Books,Paperback,212,1998,1988,2019/05/11,2017/09/12,best,best (#12),read,,,,1,,,0,,,,,
37832035,Psychologie des foules,Gustave Le Bon,"Bon, Gustave Le",,"=""""","=""""",0,4.10,HardPress,Kindle Edition,152,,,,2019/05/03,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",3,3.98,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,2019/04/12,2018/01/25,,,read,,,,1,,,0,,,,,
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich",Walter Kaufmann,"=""""","=""""",2,4.06,Penguin Books,Paperback,327,1978,1883,2019/04/12,2019/04/12,,,read,,,,1,,,0,,,,,
23463279,Designing Data-Intensive Applications,Martin Kleppmann,"Kleppmann, Martin",,"=""""","=""""",0,4.72,O'Reilly,ebook,562,,2015,,2018/01/29,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",0,4.23,HarperBusiness,Paperback,623,2006,1949,,2019/02/22,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
23546676,Digital Gold: Bitcoin and the Inside Story of the Misfits and Millionaires Trying to Reinvent Money,Nathaniel Popper,"Popper, Nathaniel",,"=""0062362496""","=""9780062362490""",0,4.17,Harper,Hardcover,416,2015,2015,,2019/02/22,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
567610,How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,"Adler, Mortimer J.",Charles Van Doren,"=""""","=""""",0,4.01,"Simon & Schuster, Inc",Paperback,426,1972,1940,,2019/01/09,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
426504,Ficciones,Jorge Luis Borges,"Borges, Jorge Luis","Anthony Kerrigan, Anthony Bonner","=""0802130305""","=""9780802130303""",0,4.45,Grove Press,Paperback,174,1994,1944,,2019/01/06,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
865,The Alchemist,Paulo Coelho,"Coelho, Paulo","Alan R. Clarke, Özdemir İnce","=""0061122416""","=""9780061122415""",0,3.86,HarperCollins,Paperback,197,1993,1988,,2019/01/06,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.06,Harper,Hardcover,417,2003,1967,,2019/01/06,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
36689737,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""1787330877""","=""9781787330870""",5,4.19,Jonathan Cape,Paperback,368,2018,2018,2019/01/04,2018/12/26,best,best (#11),read,,,,1,,,0,,,,,
12075,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,"Wittgenstein, Ludwig","David Pears, Brian McGuinness, Bertrand Russell","=""0415254086""","=""9780415254083""",3,4.06,Routledge Classics,Paperback,142,2001,1921,2019/01/04,2018/12/24,,,read,,,,1,,,0,,,,,
13589182,Mastery,Robert Greene,"Greene, Robert",,"=""0670024961""","=""9780670024964""",4,4.29,Viking,Hardcover,318,2012,2012,2019/01/04,2018/10/22,,,read,,,,1,,,0,,,,,
174713,The Lessons of History,Will Durant,"Durant, Will",Ariel Durant,"=""1567310249""","=""9781567310245""",5,4.14,"Fine Communications,US",Hardcover,119,1997,1968,2018/12/27,2018/08/28,best,best (#10),read,,,,1,,,0,,,,,
592167,The Conquest of Gaul,Gaius Julius Caesar,"Caesar, Gaius Julius","S.A. Handford, Jane F. Gardner, Aulus Hirtius","=""0140444335""","=""9780140444339""",5,3.99,Penguin Classics,Paperback,269,1982,-50,2018/12/22,2018/12/11,,,read,,,,1,,,0,,,,,
20938907,La sagesse selon Confucius,Confucius,"Confucius, Confucius",,"=""""","=""""",2,3.38,Editions ASAP,Kindle Edition,27,2012,2012,2018/12/22,2018/12/20,,,read,,,,1,,,0,,,,,
186371,The Short Reign of Pippin IV,John Steinbeck,"Steinbeck, John",,"=""0141186054""","=""9780141186054""",4,3.52,Penguin Classics,Paperback,192,2001,1957,2018/12/18,2018/12/16,,,read,,,,1,,,0,,,,,
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.17,Houghton Mifflin Harcourt,Kindle Edition,237,2013,1949,2018/11/28,2018/11/16,,,read,,,,1,,,0,,,,,
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez","=""0937832383""","=""9780937832387""",5,3.81,Dante University of America Press,Paperback,140,2003,1513,2018/12/09,2018/12/05,,,read,,,,1,,,0,,,,,
18634307,The Rational Male,Rollo Tomassi,"Tomassi, Rollo",,"=""1492777862""","=""9781492777861""",0,4.24, CreateSpace,Paperback,300,2013,2013,,2018/12/09,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
33792485,JWT Handbook,Sebástian Peyrott,"Peyrott, Sebástian",,"=""""","=""""",3,3.33,,ebook,118,,,2018/12/09,2018/12/05,,,read,,,,1,,,0,,,,,
103061,Apologie de Socrate/Criton,Plato,"Plato, Plato",Luc Brisson,"=""2080708481""","=""9782080708489""",5,3.82,Flammarion,Paperback,262,1999,-390,2018/12/01,2018/12/01,,,read,,,,1,,,0,,,,,
4461869,Why Don't We Learn from History?,B.H. Liddell Hart,"Hart, B.H. Liddell",Hermon Ould,"=""004900025X""","=""9780049000254""",0,3.87,George Allen & Unwin Ltd. (London) ,Hardcover,68,1972,1944,,2018/11/22,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","Martin Hammond, Albert Wittstock, Diskin Clay","=""0140449337""","=""9780140449334""",3,4.23,Penguin Books,Paperback,303,2006,180,2018/11/16,2018/08/28,,,read,,,,1,,,0,,,,,
74176,The Protestant Ethic and the Spirit of Capitalism,Max Weber,"Weber, Max","Michael D. Coe, Talcott Parsons, R.H. Tawney","=""048642703X""","=""9780486427034""",0,3.89,Dover Publications,Paperback,320,2003,1904,,2018/11/15,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
15014,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson,"Patterson, Kerry","Joseph Grenny, Ron McMillan, Al Switzler, Stephen R. Covey","=""0071401946""","=""9780071401944""",0,4.02,McGraw-Hill Education,Paperback,240,2002,2001,,2018/11/11,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
1421128,De La Brièveté De La Vie,Seneca,"Seneca, Seneca",Sénèque,"=""2842053257""","=""9782842053253""",4,4.24,Éditions Mille et une nuits,,63,1998,49,2018/11/11,2018/11/09,,,read,,,,1,,,0,,,,,
6970096,L'allemand pour les nuls + CD audio,Paulina Christensen,"Christensen, Paulina",Anne Fox,"=""2754000380""","=""9782754000383""",4,3.64,First,Paperback,400,2005,2000,2018/11/08,2018/10/06,,,read,,,,1,,,0,,,,,
30965703,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""1784703931""","=""9781784703936""",5,4.27,Vintage,Paperback,513,2017,2015,2018/07/20,2018/02/22,best,best (#9),read,,,,1,,,0,,,,,
989745,The Improvement of the Mind: A Supplement to Logic: With a Discourse on the Education of Children and Youth,Isaac Watts,"Watts, Isaac",,"=""1573580864""","=""9781573580861""",0,4.07,Soli Deo Gloria Ministries,Hardcover,,,2004,,2018/11/08,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
1580666,Energy in Nature and Society: General Energetics of Complex Systems,Vaclav Smil,"Smil, Vaclav",,"=""0262693569""","=""9780262693561""",0,4.16,Mit Press,Paperback,,2008,2007,,2018/11/07,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
632909,Feeding the World,Vaclav Smil,"Smil, Vaclav",,"=""0262692716""","=""9780262692717""",0,4.21,Mit Press,Paperback,392,2001,2000,,2018/11/07,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
7412,Creating the Twentieth Century: Technical Innovations of 1867-1914 and Their Lasting Impact,Vaclav Smil,"Smil, Vaclav",,"=""0195168747""","=""9780195168747""",0,4.19,"Oxford University Press, USA",Hardcover,350,2005,2004,,2018/11/07,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
31850765,Energy and Civilization: A History,Vaclav Smil,"Smil, Vaclav",,"=""0262035774""","=""9780262035774""",0,4.07,Mit Press,Hardcover,568,2017,2017,,2018/11/07,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""1590302257""","=""9781590302255""",3,3.97,Shambhala,Paperback,273,2005,-500,2018/10/22,2017/09/19,,,read,,,,1,,,0,,,,,
25133668,EAT : Chroniques d'un fauve dans la jungle alimentaire,Gilles Lartigot,"Lartigot, Gilles",,"=""2981413600""","=""9782981413604""",4,4.38,Les éditions Winterfields,Hardcover,320,2013,2013,2018/11/04,2018/08/02,,,read,,,,1,,,0,,,,,
22463,The Origin of Species,Charles Darwin,"Darwin, Charles",,"=""0785819118""","=""9780785819110""",5,3.98,Castle Books,Hardcover,703,2004,1859,2018/11/01,2018/10/14,best,best (#8),read,,,,1,,,0,,,,,
13549859,Joe Weider's Bodybuilding System,Joe Weider,"Weider, Joe",,"=""8385486038""","=""""",0,4.52,AGENCJA WYDAWNICZA 'COMES' LIDIA I ANDRZEJ SKARŻYŃSCY,Paperback,150,1998,1991,,2018/11/04,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
30292,"Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",Plato,"Plato, Plato","G.M.A. Grube, John M. Cooper","=""0872206335""","=""9780872206335""",0,4.12,"Hackett Publishing Company, Inc.",Paperback,156,2002,-385,,2018/11/02,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
6427100,Lettre d'une inconnue,Stefan Zweig,"Zweig, Stefan",,"=""2234063116""","=""9782234063112""",5,4.16,Stock,Paperback,120,2009,1922,2018/10/30,2018/10/30,,,read,,,,1,,,0,,,,,
19809,The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,"Manchester, William",,"=""0385313489""","=""9780385313483""",0,4.42,Delta,Paperback,992,1984,1983,,2018/10/27,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,4.20,Grand Central Publishing,Hardcover,296,2016,2016,,2018/10/26,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
39996759,A Philosophy of Software Design,John Ousterhout,"Ousterhout, John",,"=""1732102201""","=""9781732102200""",0,4.09,Yaknyam Press,Paperback,190,2018,,,2018/10/25,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
36517037,Software Design X-Rays: Fix Technical Debt with Behavioral Code Analysis,Adam Tornhill,"Tornhill, Adam",,"=""""","=""9781680502725""",0,4.03,Pragmatic Bookshelf,Paperback,200,2018,,,2018/10/25,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",Ralph Leighton,"=""0393355624""","=""9780393355628""",2,4.28,W. W. Norton  Company,Paperback,400,2018,1985,2018/10/21,2018/10/14,,,read,,,,1,,,0,,,,,
59486,Fouché,Stefan Zweig,"Zweig, Stefan","Alzir Hella, Olivier Bournac","=""2253147966""","=""9782253147961""",5,4.44,LGF,Paperback,284,2000,1929,2018/10/21,2017/09/11,,,read,,,,1,,,0,,,,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""0375751513""","=""9780375751516""",3,4.07,Random House: Modern Library,Paperback,272,2004,1890,2018/10/18,2017/09/23,,,read,,,,1,,,0,,,,,
