Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
25008661,The Rust Programming Language,Steve Klabnik,"Klabnik, Steve",,"=""""","=""""",4,4.34,Mozilla Research,ebook,347,,,2018/10/17,2018/05/24,,,read,,,,1,,,0,,,,,
10883,Benjamin Franklin: An American Life,Walter Isaacson,"Isaacson, Walter",,"=""074325807X""","=""9780743258074""",0,3.99,Simon & Schuster,Paperback,586,2004,2003,,2018/10/17,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
52309,The Autobiography of Benjamin Franklin,Benjamin Franklin,"Franklin, Benjamin",Lewis Leary,"=""0743255062""","=""9780743255066""",0,3.83,Touchstone,Paperback,160,2004,1791,,2018/10/17,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
41611,Hard Drive: Bill Gates and the Making of the Microsoft Empire,James Wallace,"Wallace, James",Jim  Erickson,"=""0887306292""","=""9780887306297""",0,4.10,HarperCollins,Paperback,426,1993,1992,,2018/10/17,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
1995421,Seeking Wisdom: From Darwin To Munger,Peter Bevelin,"Bevelin, Peter",,"=""1578644283""","=""9781578644285""",0,4.38,Post Scriptum AB,Hardcover,318,2007,2003,,2018/10/17,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
66863,Only the Paranoid Survive. Lessons from the CEO of INTEL Corporation,Andrew S. Grove,"Grove, Andrew S.",,"=""1861975139""","=""9781861975133""",0,3.99,Profile Business,Paperback,224,1998,1988,,2018/10/17,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
16121,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,"Chernow, Ron",,"=""1400077303""","=""9781400077304""",0,4.20,Vintage,Paperback,832,2004,1997,,2018/10/17,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
13435889,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",Paul Tough,"Tough, Paul",,"=""0547564651""","=""9780547564654""",0,3.90,Houghton Mifflin Harcourt,Hardcover,256,2012,2012,,2018/10/17,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",0,4.03,W.W. Norton & Company,Paperback,425,2005,1997,,2018/10/17,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
281544,Andrew Carnegie,Joseph Frazier Wall,"Wall, Joseph Frazier",,"=""0822959046""","=""9780822959045""",0,3.90,University of Pittsburgh Press,Paperback,1168,1989,1970,,2018/10/17,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
755105,Ice Age,John Gribbin,"Gribbin, John",Mary Gribbin,"=""0141007303""","=""9780141007304""",0,4.01,Penguin Books Ltd,Hardcover,112,2003,2001,,2018/10/17,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
587906,Deep Simplicity: Bringing Order to Chaos and Complexity,John Gribbin,"Gribbin, John",,"=""140006256X""","=""9781400062560""",0,3.92,Random House,Hardcover,279,2005,2004,,2018/10/17,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
18240286,"Faraday, Maxwell, and the Electromagnetic Field: How Two Men Revolutionized Physics",Nancy  Forbes,"Forbes, Nancy",Basil Mahon,"=""1616149426""","=""9781616149420""",0,4.25,Prometheus Books,Hardcover,320,2014,2014,,2018/10/17,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
183392,It's Your Ship: Management Techniques from the Best Damn Ship in the Navy,D. Michael Abrashoff,"Abrashoff, D. Michael",,"=""0446529117""","=""9780446529112""",0,4.11,Grand Central Publishing,Hardcover,212,2002,2002,,2018/10/17,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
37545698,Die Liebe der Erika Ewald,Stefan Zweig,"Zweig, Stefan",,"=""""","=""""",4,3.47,Musaicum Books,Kindle Edition,,2017,1904,2018/03/17,2018/01/16,,,read,,,,1,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",5,4.19,Spectra,Hardcover,224,2004,1950,,2017/09/11,to-read,to-read (#80),to-read,,,,1,,,0,,,,,
268266,Thinking Physics: Understandable Practical Reality,Lewis Carroll Epstein,"Epstein, Lewis Carroll",,"=""0935218084""","=""9780935218084""",0,4.40,Insight Press,Paperback,582,2002,1989,,2018/10/14,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
25329850,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,"Munroe, Randall",,"=""0544668251""","=""9780544668256""",0,4.15,Houghton Mifflin Harcourt,Hardcover,64,2015,2015,,2018/10/14,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
2539374,"Über Sigmund Freud: Porträt, Briefwechsel, Gedenkworte",Stefan Zweig,"Zweig, Stefan",,"=""3596292409""","=""9783596292400""",0,4.05,Fischer,Hardcover,251,2002,1931,,2018/10/14,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre","=""0399184414""","=""9780399184413""",0,3.96,Riverhead Books,Hardcover,81,2016,2014,,2018/10/14,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
31823677,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,"Ferriss, Timothy",Arnold Schwarzenegger,"=""""","=""""",0,4.17,Houghton Mifflin Harcourt,Kindle Edition,707,2016,2016,,2018/10/14,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
98685,Genius: The Life and Science of Richard Feynman,James Gleick,"Gleick, James",Richard P. Feynman,"=""0679747044""","=""9780679747048""",0,4.15,Vintage,Paperback,531,1993,1992,,2018/10/14,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.87,"Oxford University Press, USA",Hardcover,328,2014,2014,,2018/10/14,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
5553,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard P. Feynman,"Feynman, Richard P.",,"=""0465023924""","=""9780465023929""",0,4.20,Basic Books,Paperback,138,1995,1962,,2018/10/14,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
23121224,Petit traité de manipulation à l'usage des honnêtes gens,Robert-Vincent Joule,"Joule, Robert-Vincent",Jean-Léon Beauvois,"=""2706118857""","=""9782706118852""",3,3.89,PRESSES UNIVERSITAIRE DE GRENOBLE,,320,2014,1997,2018/10/13,2017/09/11,,,read,,,,2,,,0,,,,,
1312606,La Peau de chagrin,Honoré de Balzac,"Balzac, Honoré de",,"=""2253006300""","=""9782253006305""",2,3.83,Le Livre de Poche,Mass Market Paperback,407,1984,1831,2018/10/12,2018/07/30,,,read,,,,1,,,0,,,,,
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""""","=""""",0,4.02,Bantam Books,Mass Market Paperback,152,1981,1922,,2018/08/28,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
15645,Inferno (The Divine Comedy #1),Dante Alighieri,"Alighieri, Dante",Anthony M. Esolen,"=""0812970063""","=""9780812970067""",0,4.00,Modern Library,Paperback,490,2003,1307,,2018/08/28,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
24618,"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness",Epictetus,"Epictetus, Epictetus",Sharon Lebell,"=""006251346X""","=""9780062513465""",0,4.23,HarperOne,Paperback,128,2004,125,,2018/08/28,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.36,Beacon Press,Paperback,165,2006,1946,,2018/08/28,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
33514,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",E.B. White,"=""0205313426""","=""9780205313426""",0,4.20,Pearson,Hardcover,128,1999,1918,,2018/08/28,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
1213058,"Une Vie, A Piece Of String And Other Stories",Guy de Maupassant,"Maupassant, Guy de",,"=""1592245668""","=""9781592245666""",3,3.96,Wildside Press,Hardcover,,2003,2003,2018/08/25,2018/08/05,,,read,,,,1,,,0,,,,,
1915501,La guerre de Troie n'aura pas lieu,Jean Giraudoux,"Giraudoux, Jean",,"=""2253004898""","=""9782253004899""",3,3.84,Grasset,Mass Market Paperback,185,1972,1935,2018/08/05,2018/08/05,,,read,,,,1,,,0,,,,,
141828,L'Écume des jours,Boris Vian,"Vian, Boris",,"=""2253140872""","=""9782253140870""",3,4.00,Le Livre de Poche,Paperback,351,1997,1947,2018/08/05,2017/10/14,,,read,,,,1,,,0,,,,,
135479,Cat's Cradle,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0140285601""","=""9780140285604""",0,4.16,Penguin,Paperback,306,1999,1963,,2018/08/04,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
27737,La Cantatrice chauve / La Leçon,Eugène Ionesco,"Ionesco, Eugène",,"=""2070362361""","=""9782070362363""",4,3.90,Gallimard,Mass Market Paperback,150,1972,1970,2018/07/31,2018/07/30,,,read,,,,1,,,0,,,,,
1393713,La Confusion des sentiments,Stefan Zweig,"Zweig, Stefan","Olivier Bournac, جواد شیخ‌الاسلامی, Alzir Hella","=""2253061433""","=""9782253061434""",0,4.06,Le Livre de Poche,Mass Market Paperback,124,2008,1927,,2018/07/31,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
239154,Les Justes,Albert Camus,"Camus, Albert",,"=""""","=""""",3,3.99,Folio,Mass Market Paperback,152,1999,1949,2018/07/30,2018/07/28,,,read,,,,1,,,0,,,,,
5552,QED: The Strange Theory of Light and Matter,Richard P. Feynman,"Feynman, Richard P.",,"=""0691024170""","=""9780691024172""",0,4.24,Princeton University Press,Paperback,158,1988,1985,,2018/07/30,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
943866,"Napoleon: The Immortal of St Helena (Napoleon, #4)",Max Gallo,"Gallo, Max",,"=""0330490044""","=""9780330490047""",0,3.93,Pan Books,Paperback,320,2005,1997,,2018/07/30,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
147563,Napoleon: The Sun of Austerlitz (Napoleon #2),Max Gallo,"Gallo, Max",William Hobson,"=""0330490036""","=""9780330490030""",0,3.88,Macmillan UK,Paperback,523,2004,1997,,2018/07/30,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
1469799,"Napoleon: The Song of Departure (Napoleon, #1)",Max Gallo,"Gallo, Max",,"=""0330490028""","=""9780330490023""",0,3.94,Pan Macmillan,Paperback,410,2004,1997,,2018/07/30,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
395525,A French Genocide: The Vendee,Reynald Secher,"Secher, Reynald",George Holoch,"=""0268028656""","=""9780268028657""",0,4.14,University of Notre Dame Press,Hardcover,305,2003,1986,,2018/07/30,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
594887,Le Moine et le philosophe,Matthieu Ricard,"Ricard, Matthieu",Jean-François Revel,"=""2266079905""","=""9782266079907""",0,4.13,Pocket,Mass Market Paperback,410,1999,1997,,2018/07/30,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
35696171,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,"=""0525427570""","=""9780525427575""",0,4.23,Viking,Hardcover,576,2018,2018,,2018/07/27,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
835810,L'Insoutenable légèreté de l'être,François Kérel,"Kérel, François",Milan Kundera,"=""""","=""""",5,4.10,Gallimard,Mass Market Paperback,475,1990,1984,2018/07/24,2018/07/20,,,read,,,,1,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George",,"=""0452284244""","=""9780452284241""",3,3.92,NAL,Paperback,122,2003,1945,2018/07/20,2017/09/12,,,read,,,,1,,,0,,,,,
751275,Vingt-quatre heures de la vie d'une femme,Stefan Zweig,"Zweig, Stefan","Olivier Bournac, Alzir Hella","=""2253060224""","=""9782253060222""",3,3.95,Le Livre de Poche,Mass Market Paperback,158,1992,1925,2018/07/09,2018/06/27,,,read,,,,1,,,0,,,,,
1213061,Contes de la Bécasse,Guy de Maupassant,"Maupassant, Guy de",,"=""2070409244""","=""9782070409242""",4,3.71,Editions Gallimard,Mass Market Paperback,240,1999,1883,2018/06/27,2018/06/21,,,read,,,,1,,,0,,,,,
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",0,4.40,Prentice Hall,Paperback,434,2008,2007,,2018/06/26,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
74882,Boule de Suif (21 contes),Guy de Maupassant,"Maupassant, Guy de",,"=""2253009636""","=""9782253009634""",5,3.79,Albin Michel,Paperback,253,1984,1880,2018/05/29,2018/05/24,,,read,,,,1,,,0,,,,,
203220,Les Fleurs du Mal,Charles Baudelaire,"Baudelaire, Charles",Richard Howard,"=""0879234628""","=""9780879234621""",2,4.26,David R. Godine Publisher,Paperback,365,1983,1857,2018/02/20,2018/01/17,,,read,,,,1,,,0,,,,,
629429,The World of Yesterday,Stefan Zweig,"Zweig, Stefan","Harry Zohn, Анна Лилова","=""0803252242""","=""9780803252240""",5,4.47,University of Nebraska Press,Paperback,461,1964,1941,,2018/03/13,best,best (#3),read,,,,1,,,0,,,,,
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",5,4.37,Penguin Books,Paperback,601,2002,1952,2018/05/23,2017/09/11,best,best (#7),read,,,,1,,,0,,,,,
16253895,Elements of Programming Interviews: The Insiders' Guide C++,Adnan Aziz,"Aziz, Adnan","Amit Prakash, Tsung-Hsien Lee","=""1479274836""","=""9781479274833""",0,4.28,Createspace Independent Publishing Platform,Paperback,480,2012,2012,,2018/03/24,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
25707092,Cracking the Coding Interview: 189 Programming Questions and Solutions,Gayle Laakmann McDowell,"McDowell, Gayle Laakmann",,"=""0984782850""","=""9780984782857""",0,4.35,Careercup,Paperback,708,2015,2008,,2018/03/24,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
94498,La Mort est mon métier,Robert Merle,"Merle, Robert",,"=""2070367894""","=""9782070367894""",0,4.34,Gallimard,Mass Market Paperback,369,1972,1952,,2018/03/19,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
1393700,Le Loup des steppes,Hermann Hesse,"Hesse, Hermann",Alexandra Cade,"=""2253002933""","=""9782253002932""",0,4.12,Le Livre de Poche,Mass Market Paperback,313,2005,1927,,2018/03/17,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
770754,La Peste,Albert Camus,"Camus, Albert",,"=""""","=""""",4,3.98,Folio,Mass Market Paperback,279,1972,1947,2018/03/17,2018/01/16,,,read,,,,1,,,0,,,,,
466405,La Nuit des temps,René Barjavel,"Barjavel, René",,"=""""","=""""",0,4.13,Pocket,Mass Market Paperback,394,1988,1968,,2018/03/13,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",5,4.18,HarperBusiness,Paperback,320,2006,1984,,2017/09/11,best,best (#6),read,,,,1,,,0,,,,,
837039,"Empire of the Ants (La Saga des Fourmis, #1)",Bernard Werber,"Werber, Bernard",,"=""0553573527""","=""9780553573527""",5,4.06,Bantam,Paperback,320,1999,1991,,2017/09/20,best,best (#5),read,,,,1,,,0,,,,,
31869077,The Internet of Money,Andreas M. Antonopoulos,"Antonopoulos, Andreas M.",,"=""""","=""""",5,4.13,Merkle Bloom LLC,Kindle Edition,150,2016,2016,2017/10/23,2017/09/25,best,best (#4),read,,,,1,,,0,,,,,
5470,1984,George Orwell,"Orwell, George",Erich Fromm,"=""""","=""""",5,4.17,New American Library,Mass Market Paperback,328,1950,1949,,2017/09/11,best,best (#2),read,,,,1,,,0,,,,,
23346740,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah","John Purcell, Haim Watzman","=""0099590085""","=""9780099590088""",5,4.44,Vintage,Paperback,498,2014,2011,2018/02/28,2018/01/16,best,best (#1),read,,,,1,,,0,,,,,
5345,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,"Grisham, John",,"=""0385517238""","=""9780385517232""",4,3.82,Doubleday Books,Hardcover,360,2006,2006,,2017/09/23,,,read,,,,1,,,0,,,,,
404308,La Métamorphose et autres récits,Franz Kafka,"Kafka, Franz",Claude David,"=""2070381056""","=""9782070381050""",3,4.03,Gallimard,Paperback,220,1989,1915,2018/03/10,2017/10/12,,,read,,,,1,,,0,,,,,
59145,Père Goriot,Honoré de Balzac,"Balzac, Honoré de",Mehmet Can,"=""039397166X""","=""9780393971668""",2,3.84,W. W. Norton & Company,Paperback,370,1997,1835,2018/03/03,2018/03/03,,,read,,,,1,,,0,,,,,
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.15,Melville House Publishing,Hardcover,534,2011,2011,,2018/03/01,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
82256,The Sovereign Individual: Mastering the Transition to the Information Age,James Dale Davidson,"Davidson, James Dale",William Rees-Mogg,"=""0684832720""","=""9780684832722""",0,4.23,Touchstone,Paperback,448,1999,1997,,2018/03/01,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
1453190,L'île du Crâne,Anthony Horowitz,"Horowitz, Anthony",,"=""2013220235""","=""9782013220231""",0,3.77,Hachette Jeunesse,Paperback,181,2003,1988,,2018/02/28,,,read,,,,1,,,0,,,,,
231083,The Principia: Mathematical Principles of Natural Philosophy,Isaac Newton,"Newton, Isaac","I. Bernard Cohen, Anne Whitman","=""0520088174""","=""9780520088177""",0,4.22,University of California Press,Paperback,991,1999,1687,,2018/02/20,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
205218,Ethics,Baruch Spinoza,"Spinoza, Baruch","Edwin M. Curley, Stuart Hampshire, Edwin Curley","=""0140435719""","=""9780140435719""",0,4.04,Penguin Classics,Paperback,186,1996,1677,,2018/02/18,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
15688,L'Étranger,Albert Camus,"Camus, Albert",,"=""2070360024""","=""9782070360024""",5,3.97,Gallimard,Mass Market Paperback,184,2000,1942,2018/02/06,2017/09/11,,,read,,,,1,,,0,,,,,
65039,Amok and Other Stories,Stefan Zweig,"Zweig, Stefan",Anthea Bell,"=""1901285669""","=""9781901285666""",5,4.15,Pushkin Press,Paperback,144,2007,1922,2018/02/04,2018/01/17,,,read,,,,1,,,0,,,,,
1393712,Le Joueur d'échecs,Stefan Zweig,"Zweig, Stefan","Brigitte Vergne-Cain, Gérard Rudent","=""""","=""""",5,4.29,Le Livre de Poche,Paperback,128,2013,1942,2018/02/04,2018/01/16,,,read,,,,1,,,0,,,,,
1421121,Le Monde d'hier,Stefan Zweig,"Zweig, Stefan",Serge Niemetz,"=""2253140406""","=""9782253140405""",5,4.47,Le Livre de Poche,Mass Market Paperback,506,1996,1941,2018/01/30,2018/01/16,,,read,,,,1,,,0,,,,,
237758,La grammaire est une chanson douce (Plaisirs secrets de la grammaire #1),Érik Orsenna,"Orsenna, Érik",Bigre !,"=""2253149101""","=""9782253149101""",2,3.73,Le Livre de Poche,Mass Market Paperback,151,2003,2001,2018/01/30,2018/01/17,,,read,,,,1,,,0,,,,,
992113,Éloge de la fuite,Henri Laborit,"Laborit, Henri",,"=""2070322831""","=""9782070322831""",0,4.10,Galimard,Paperback,192,2010,1976,,2018/01/21,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
3348322,The Whole Difference: Selected Writings,Hugo von Hofmannsthal,"Hofmannsthal, Hugo von",J.D. McClatchy,"=""0691129096""","=""9780691129099""",0,4.51,Princeton University Press,Hardcover,502,2008,2008,,2018/01/20,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
38106458,"Consommateurs, révoltons-nous",Jean-Pierre Coffe,"Coffe, Jean-Pierre",Jean-Paul Frétillet,"=""2259187838""","=""9782259187831""",4,4.00,Plon,Paperback,218,2004,,2018/01/20,2018/01/20,,,read,,,,1,,,0,,,,,
34232311,Arrêtons de manger de la merde !,Jean-Pierre Coffe,"Coffe, Jean-Pierre",,"=""""","=""9782298077872""",0,4.44,France Loisirs,Paperback,254,2013,,,2018/01/17,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
689941,Living Within Limits,Garrett Hardin,"Hardin, Garrett",,"=""0195093852""","=""9780195093858""",0,4.08,"Oxford University Press, USA",Paperback,352,1995,1993,,2018/01/20,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
161503,Crimson Rivers,Jean-Christophe Grangé,"Grangé, Jean-Christophe",,"=""1860469620""","=""9781860469626""",0,4.16,Harvill Press,Paperback,328,2001,1998,,2018/01/18,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
7085235,N'espérez pas vous débarrasser des livres,Jean-Claude Carrière,"Carrière, Jean-Claude","Umberto Eco, Jean-Philippe de Tonnac","=""2246742714""","=""9782246742715""",0,4.04,Grasset,Paperback,331,2009,2010,,2018/01/18,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
41865,"Twilight (Twilight, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",1,3.59,"Little, Brown and Company",Paperback,501,2006,2005,,2017/09/11,,,read,,,,1,,,0,,,,,
7728,"Antigone (The Theban Plays, #3)",Sophocles,"Sophocles, Sophocles",J.E. Thomas,"=""1580493882""","=""9781580493888""",2,3.64,Ingram,Paperback,80,2005,-441,,2017/09/11,,,read,,,,1,,,0,,,,,
128667,L'Arbre des possibles et autres histoires,Bernard Werber,"Werber, Bernard",,"=""222613459X""","=""9782226134592""",1,3.70,Albin Michel,Paperback,300,2002,2002,,2017/09/20,,,read,,,,1,,,0,,,,,
52828,Don Juan,Molière,"Molière, Molière",Richard Wilbur,"=""015601310X""","=""9780156013109""",1,3.66,Mariner Books,Paperback,146,2001,1682,,2017/09/11,,,read,,,,1,,,0,,,,,
1520896,Les Fourberies de Scapin,Molière,"Molière, Molière",,"=""203871665X""","=""9782038716658""",2,3.68,Larousse,Mass Market Paperback,191,2007,1671,,2017/09/11,,,read,,,,1,,,0,,,,,
428077,L'Avare,Molière,"Molière, Molière",,"=""2091878235""","=""9782091878232""",2,3.68,Cle Intl,Paperback,79,2003,1668,,2017/09/11,,,read,,,,1,,,0,,,,,
